id,MachineFailure_pred,MachineFailure_prob
136429,0,0.007052512253033699
136430,0,0.007052512253033699
136431,0,0.007052512253033699
136432,0,0.007052512253033699
136433,0,0.007052512253033699
136434,0,0.007052512253033699
136435,0,0.010758533056918734
136436,0,0.007052512253033699
136437,0,0.007052512253033699
136438,0,0.007052512253033699
136439,0,0.007052512253033699
136440,0,0.007052512253033699
136441,0,0.007052512253033699
136442,0,0.007052512253033699
136443,0,0.007052512253033699
136444,0,0.007052512253033699
136445,0,0.007052512253033699
136446,1,0.6450824561412756
136447,0,0.007052512253033699
136448,0,0.007052512253033699
136449,0,0.007052512253033699
136450,0,0.007052512253033699
136451,0,0.007052512253033699
136452,0,0.024816180748419146
136453,0,0.007052512253033699
136454,0,0.007052512253033699
136455,0,0.007052512253033699
136456,0,0.007052512253033699
136457,0,0.007052512253033699
136458,0,0.007052512253033699
136459,0,0.010758533056918734
136460,0,0.009188728444201441
136461,0,0.007052512253033699
136462,0,0.021246995647196957
136463,0,0.013396873172550646
136464,0,0.007052512253033699
136465,0,0.007052512253033699
136466,0,0.007052512253033699
136467,0,0.007052512253033699
136468,0,0.007052512253033699
136469,0,0.007052512253033699
136470,0,0.007052512253033699
136471,0,0.007052512253033699
136472,0,0.010758533056918734
136473,0,0.007052512253033699
136474,0,0.007052512253033699
136475,0,0.007052512253033699
136476,0,0.0168621467254159
136477,0,0.007052512253033699
136478,0,0.007052512253033699
136479,0,0.007052512253033699
136480,0,0.011028262427515917
136481,0,0.007052512253033699
136482,0,0.05400670548465177
136483,0,0.007052512253033699
136484,0,0.007052512253033699
136485,0,0.007052512253033699
136486,0,0.007052512253033699
136487,0,0.007052512253033699
136488,0,0.010882096413883062
136489,0,0.007052512253033699
136490,0,0.03767267545602058
136491,0,0.010882096413883062
136492,0,0.007052512253033699
136493,0,0.010882096413883062
136494,0,0.007052512253033699
136495,0,0.007052512253033699
136496,0,0.007052512253033699
136497,0,0.007052512253033699
136498,0,0.015197126159191365
136499,0,0.007052512253033699
136500,0,0.007052512253033699
136501,0,0.007052512253033699
136502,0,0.007052512253033699
136503,0,0.007052512253033699
136504,0,0.007052512253033699
136505,0,0.007052512253033699
136506,0,0.007052512253033699
136507,0,0.007052512253033699
136508,0,0.007052512253033699
136509,0,0.007052512253033699
136510,0,0.007052512253033699
136511,0,0.007052512253033699
136512,0,0.007052512253033699
136513,0,0.007052512253033699
136514,0,0.007052512253033699
136515,0,0.007052512253033699
136516,0,0.007052512253033699
136517,0,0.007052512253033699
136518,0,0.007052512253033699
136519,0,0.007052512253033699
136520,0,0.007052512253033699
136521,0,0.007052512253033699
136522,0,0.007052512253033699
136523,0,0.007052512253033699
136524,0,0.007052512253033699
136525,0,0.007052512253033699
136526,0,0.007052512253033699
136527,0,0.007052512253033699
136528,0,0.007052512253033699
136529,0,0.007052512253033699
136530,0,0.010882096413883062
136531,0,0.007052512253033699
136532,0,0.007052512253033699
136533,0,0.010882096413883062
136534,0,0.007052512253033699
136535,0,0.007052512253033699
136536,0,0.007052512253033699
136537,0,0.007052512253033699
136538,0,0.007052512253033699
136539,0,0.007052512253033699
136540,0,0.007052512253033699
136541,0,0.007052512253033699
136542,0,0.007052512253033699
136543,0,0.007052512253033699
136544,0,0.007052512253033699
136545,0,0.007052512253033699
136546,0,0.007052512253033699
136547,0,0.007052512253033699
136548,0,0.007052512253033699
136549,0,0.007052512253033699
136550,0,0.007052512253033699
136551,0,0.007052512253033699
136552,0,0.007052512253033699
136553,0,0.009188728444201441
136554,0,0.007052512253033699
136555,0,0.016140193952262544
136556,0,0.007052512253033699
136557,0,0.007052512253033699
136558,0,0.007052512253033699
136559,0,0.007052512253033699
136560,0,0.007052512253033699
136561,0,0.007052512253033699
136562,0,0.007052512253033699
136563,0,0.007052512253033699
136564,0,0.007052512253033699
136565,0,0.007052512253033699
136566,0,0.007052512253033699
136567,0,0.007052512253033699
136568,0,0.007052512253033699
136569,0,0.007052512253033699
136570,0,0.007052512253033699
136571,0,0.007052512253033699
136572,0,0.007052512253033699
136573,0,0.007052512253033699
136574,0,0.007052512253033699
136575,0,0.007052512253033699
136576,0,0.007052512253033699
136577,0,0.007052512253033699
136578,0,0.007052512253033699
136579,0,0.013433322748956634
136580,0,0.007052512253033699
136581,0,0.010882096413883062
136582,0,0.007052512253033699
136583,0,0.007052512253033699
136584,0,0.007052512253033699
136585,0,0.009188728444201441
136586,0,0.04156068014398504
136587,0,0.007052512253033699
136588,0,0.007052512253033699
136589,0,0.007052512253033699
136590,0,0.007052512253033699
136591,0,0.010882096413883062
136592,0,0.015994936479584984
136593,0,0.012111984185043145
136594,0,0.007052512253033699
136595,0,0.007052512253033699
136596,0,0.007052512253033699
136597,0,0.007052512253033699
136598,0,0.007052512253033699
136599,0,0.007052512253033699
136600,0,0.007052512253033699
136601,0,0.008486201733554879
136602,0,0.007052512253033699
136603,0,0.010882096413883062
136604,0,0.007052512253033699
136605,0,0.010882096413883062
136606,0,0.007052512253033699
136607,0,0.010882096413883062
136608,0,0.013396873172550646
136609,0,0.007052512253033699
136610,0,0.007052512253033699
136611,0,0.007052512253033699
136612,0,0.007052512253033699
136613,0,0.007052512253033699
136614,0,0.007052512253033699
136615,0,0.007052512253033699
136616,0,0.007052512253033699
136617,0,0.007052512253033699
136618,0,0.007052512253033699
136619,0,0.007052512253033699
136620,0,0.007052512253033699
136621,0,0.007052512253033699
136622,0,0.007052512253033699
136623,0,0.007052512253033699
136624,0,0.010882096413883062
136625,0,0.007052512253033699
136626,0,0.007052512253033699
136627,0,0.01734457426221375
136628,0,0.007052512253033699
136629,0,0.007052512253033699
136630,0,0.007052512253033699
136631,0,0.007052512253033699
136632,0,0.007052512253033699
136633,0,0.007052512253033699
136634,0,0.007052512253033699
136635,0,0.007052512253033699
136636,0,0.007052512253033699
136637,0,0.007052512253033699
136638,1,0.6450824561412756
136639,0,0.011028262427515917
136640,0,0.0168621467254159
136641,0,0.007052512253033699
136642,0,0.007052512253033699
136643,0,0.022556892936178498
136644,0,0.007052512253033699
136645,0,0.007052512253033699
136646,0,0.007052512253033699
136647,0,0.007052512253033699
136648,0,0.025324135769575
136649,0,0.007052512253033699
136650,0,0.007052512253033699
136651,0,0.007052512253033699
136652,1,0.645082460499513
136653,0,0.007052512253033699
136654,0,0.007052512253033699
136655,0,0.007052512253033699
136656,0,0.007052512253033699
136657,0,0.007052512253033699
136658,0,0.007052512253033699
136659,0,0.007052512253033699
136660,0,0.007052512253033699
136661,0,0.007052512253033699
136662,0,0.013515802766419035
136663,0,0.007052512253033699
136664,0,0.016140193952262544
136665,0,0.007052512253033699
136666,0,0.007052512253033699
136667,0,0.027758639341638955
136668,0,0.007052512253033699
136669,0,0.007052512253033699
136670,0,0.007052512253033699
136671,0,0.007052512253033699
136672,0,0.007052512253033699
136673,0,0.010882096413883062
136674,0,0.007052512253033699
136675,0,0.007052512253033699
136676,0,0.011028262427515917
136677,0,0.007052512253033699
136678,0,0.007052512253033699
136679,0,0.007052512253033699
136680,0,0.007052512253033699
136681,0,0.007052512253033699
136682,0,0.007052512253033699
136683,0,0.007052512253033699
136684,0,0.011028262427515917
136685,0,0.012829879858324855
136686,0,0.007052512253033699
136687,0,0.007052512253033699
136688,0,0.007052512253033699
136689,0,0.007052512253033699
136690,0,0.01425162828586193
136691,0,0.0168621467254159
136692,0,0.007052512253033699
136693,0,0.007052512253033699
136694,0,0.007052512253033699
136695,0,0.007052512253033699
136696,0,0.007052512253033699
136697,0,0.007052512253033699
136698,0,0.007052512253033699
136699,0,0.007052512253033699
136700,0,0.010882096413883062
136701,0,0.007052512253033699
136702,0,0.007052512253033699
136703,0,0.007052512253033699
136704,0,0.007052512253033699
136705,0,0.007052512253033699
136706,0,0.007052512253033699
136707,0,0.007052512253033699
136708,0,0.007052512253033699
136709,0,0.010882096413883062
136710,0,0.007052512253033699
136711,0,0.007052512253033699
